name,categoryName,website,phone,address,Suburb,state,countryCode,postalCode,location/lat,location/lng,totalScore,reviewsCount,reviewsDistribution/fiveStar,reviewsDistribution/fourStar,reviewsDistribution/oneStar,reviewsDistribution/threeStar,reviewsDistribution/twoStar
Saigon Pho,Restaurant,/url?q=https://www.saigonpho.com.au/&sa=U&ved=0ahUKEwjh_YW5lc76AhVdmIkEHcatDDYQ61gIGygQ&usg=AOvVaw0Eg2LCl5y1fCPWk-nYcUxe,+61 3 9654 9653,"106 Lygon St, Carlton VIC 3053, Australia",Carlton,Victoria,AU,3053,-37.804564,144.966539,4.3,217,125,59,12,14,7
Cafe Gaia.,Cafe,,+61 3 9866 7522,"Unit 3/4 Avoca St, South Yarra VIC 3141, Australia",South Yarra,Victoria,AU,3141,-37.838274,144.989326,4.3,212,132,48,15,14,3
Crisp Pizza,Restaurant,http://crisppizza.com.au/,+61 3 9376 6611,"279 Racecourse Rd, Kensington VIC 3031, Australia",Kensington,Victoria,AU,3031,-37.788667,144.9317401,4.3,188,135,17,18,10,8
ccwok,Restaurant,/url?q=http://www.ccwok.com.au/&sa=U&ved=0ahUKEwjpuq2VlM76AhVUrIkEHRNYBQUQ61gIGygQ&usg=AOvVaw0GSE6VKCLSVBx8js5O30me,+61 468 783 168,"464 Victoria St, North Melbourne VIC 3051, Australia",North Melbourne,Victoria,AU,3051,-37.805067,144.950515,4.3,186,127,25,10,16,8
Salt Seafood & Burger Bar,Restaurant,https://saltseafoodnorthmelbourne.com.au/,+61 3 9328 2829,"11 Errol St, North Melbourne VIC 3051, Australia",North Melbourne,Victoria,AU,3051,-37.804702,144.949032,4.3,174,110,35,15,8,6
La Lucciola Bistro,Restaurant,,+61 3 9827 2146,"Unit 4/478 Chapel St, South Yarra VIC 3141, Australia",South Yarra,Victoria,AU,3141,-37.8432465,144.9950482,4.3,169,103,35,7,16,8
Hatch'd Charcoal Chicken,Restaurant,,+61 1300 428 243,"497 Macaulay Rd, Kensington VIC 3031, Australia",Kensington,Victoria,AU,3031,-37.7944805,144.9295213,4.3,151,94,29,10,14,4
EKEKO,Restaurant,https://ekeko.com.au/,+61 432 826 195,"74 Toorak Rd, South Yarra VIC 3141, Australia",South Yarra,Victoria,AU,3141,-37.8387263,144.9889863,4.3,147,102,18,13,9,5
GARAM MASALA Indian Cuisine,Restaurant,,+61 420 213 867,"470 Spencer St, West Melbourne VIC 3003, Australia",West Melbourne,Victoria,AU,3003,-37.8093257,144.9497278,4.3,139,109,5,19,5,1
My Sista Says,Cafe,https://facebook.com/mysistersays/,,"118/120 Bridge St, Port Melbourne VIC 3207, Australia",Port Melbourne,Victoria,AU,3207,-37.8364795,144.9435121,4.3,136,88,24,6,13,5
Curry Cafe Canteen,Restaurant,http://curry.cafe/,+61 498 003 970,"332 Racecourse Rd, Flemington VIC 3031, Australia",Flemington,Victoria,AU,3031,-37.7879759,144.9296964,4.3,127,89,16,14,6,2
Bar Bombay,Restaurant,/url?q=https://bombayyachtclub.com.au/menu&sa=U&ved=0ahUKEwiZxv_ik876AhWsrYkEHbsaCcEQ61gIGigQ&usg=AOvVaw1fHNX0W86DIuIrRnevMokd,+61 3 9654 6526,"88 Flinders Ln, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8151175,144.9712823,4.3,126,78,20,6,16,6
Elma,Restaurant,http://www.elmamelbourne.com.au/,+61 401 564 788,"300 Plummer St, Port Melbourne VIC 3207, Australia",Port Melbourne,Victoria,AU,3207,-37.8339532,144.9198224,4.3,118,84,15,14,2,3
Foxes Den - Port Melbourne,Restaurant,http://www.foxesden.com.au/,+61 3 9646 4353,"99 Bay St, Port Melbourne VIC 3207, Australia",Port Melbourne,Victoria,AU,3207,-37.8409705,144.9399096,4.3,115,65,32,3,5,10
Hanoi Square,Restaurant,https://hanoisquare-melbourne.business.site/,+61 3 9623 3304,"Shop 4/60 Siddeley St, Docklands VIC 3008, Australia",Docklands,Victoria,AU,3008,-37.8229509,144.9519634,4.3,108,88,3,17,0,0
Gradi at Crown,Restaurant,https://www.crownmelbourne.com.au/restaurants/casual/gradi/info-booking,+61 3 9292 5777,"8 Whiteman St, Southbank VIC 3006, Australia",Southbank,Victoria,AU,3006,-37.8227725,144.9583346,4.2,2531,1400,602,164,246,119
Fonda Mexican,Restaurant,https://www.fondamexican.com.au/?utm_source=GOOGLE,+61 3 8686 7300,"31 Flinders Ln, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.814891,144.9732909,4.2,1665,877,496,86,135,71
Shanghai Street,Restaurant,,+61 3 9662 3226,"146/148 Little Bourke St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8115563,144.9683296,4.2,1474,772,426,94,135,47
The Hof Downtown,Restaurant,http://www.thehof.com/,+61 3 9670 7389,"737 Bourke St, Docklands VIC 3008, Australia",Docklands,Victoria,AU,3008,-37.8190289,144.9491776,4.2,1413,719,457,37,145,55
Sushi Hotaru,Restaurant,,+61 3 9663 7538,"118/200 Midcity Arcade, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.812693,144.9673306,4.2,1404,753,398,82,125,46
Abacus Bar & Kitchen,Restaurant,http://abacusbar.com.au/,+61 3 9824 1026,"383 Chapel St, South Yarra VIC 3141, Australia",South Yarra,Victoria,AU,3141,-37.845675,144.9941417,4.2,1338,746,319,92,121,60
Nelayan Restaurant,Restaurant,,+61 3 9663 5886,"265 Swanston St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8119798,144.96469,4.2,1067,548,290,55,144,30
The Sandbar,Cafe,https://sandbarbeachcafe.au/,+61 3 9645 0250,"175B Beaconsfield Parade, Middle Park VIC 3206, Australia",Middle Park,Victoria,AU,3206,-37.8509531,144.9546212,4.2,1025,536,298,46,99,46
La Camera Southgate,Restaurant,http://www.lacamerasouthgate.com/,+61 3 9699 3600,"3 Southgate Ave, Southbank VIC 3006, Australia",Southbank,Victoria,AU,3006,-37.8200963,144.966676,4.2,884,457,267,44,84,32
Cafe Corretto,Restaurant,https://cafe-corretto.business.site/,+61 3 9347 2300,"227 Lygon St, Carlton VIC 3053, Australia",Carlton,Victoria,AU,3053,-37.7999998,144.9668825,4.2,821,453,198,56,81,33
The George on Collins,Restaurant,https://www.thegeorgeoncollins.com.au/,+61 3 9663 7226,"162-168 Collins St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8145697,144.9679363,4.2,799,458,179,44,76,42
Spaghetti Tree,Restaurant,https://www.spaghettitree.com.au/,+61 3 9650 3174,"59 Bourke St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8119715,144.9715104,4.2,750,394,221,42,67,26
My Goodness,Restaurant,https://mygoodness.com.au/,+61 3 9696 3962,"186 City Rd, Southbank VIC 3000, Australia",Southbank,Victoria,AU,3000,-37.8241584,144.961876,4.2,737,461,133,68,51,24
The Wanderer Thai Kitchen and Bar,Restaurant,http://www.thewanderermelbourne.net/,+61 405 698 111,"Shop 4/399 Lonsdale St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8129024,144.9606894,4.2,732,389,199,47,65,32
Thai Town,Restaurant,http://www.thaitownqv.com.au/,+61 3 9654 1555,"Shop 25 Artemis Ln QV Shopping Centre, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8106059,144.9662249,4.2,725,391,191,49,62,32
Wagaya Melbourne,Restaurant,https://oymaps.com/wagaya-melbourne-176704-web,+61 3 9663 7756,"201/200 Bourke St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.812449,144.9673463,4.2,723,384,185,36,91,27
Pacific Seafood BBQ House South Yarra,Restaurant,https://m.facebook.com/Pacifichouse.southyarra/,+61 3 9826 3838,"Shop 1/210 Toorak Rd, South Yarra VIC 3141, Australia",South Yarra,Victoria,AU,3141,-37.8394576,144.9941121,4.2,710,367,220,35,62,26
Soda Rock Diner,Restaurant,http://www.sodarock.com.au/,+61 3 9827 3500,"10/500 Chapel St, South Yarra VIC 3141, Australia",South Yarra,Victoria,AU,3141,-37.8420872,144.9952657,4.2,671,410,139,42,42,38
Grill'd Carlton,Restaurant,https://www.grilld.com.au/restaurants/victoria/melbourne/carlton#GoogleLocal,+61 3 9347 1666,"350 Lygon St, Carlton VIC 3053, Australia",Carlton,Victoria,AU,3053,-37.7988314,144.9674686,4.2,670,341,222,35,55,17
Mercadante Woodfired Pizzeria,Restaurant,/url?q=http://www.mercadante.com.au/&sa=U&ved=0ahUKEwjS1vKvlc76AhV0pokEHboGBUkQ61gIGygQ&usg=AOvVaw0gxCPJm4jDk8DvKxGlP5KJ,+61 3 9347 6974,"123 Lygon St, Carlton VIC 3053, Australia",Carlton,Victoria,AU,3053,-37.8040987,144.966046,4.2,633,358,151,35,55,34
La Tortilleria,Restaurant,http://latortilleria.com.au/,+61 1300 556 084,"72 Stubbs St, Kensington VIC 3031, Australia",Kensington,Victoria,AU,3031,-37.7914358,144.9354142,4.2,624,400,83,60,46,35
Hunky Dory Fish & Chips South Yarra,Restaurant,http://www.hunkydory.com.au/,+61 3 9826 6875,"670 Chapel St, South Yarra VIC 3141, Australia",South Yarra,Victoria,AU,3141,-37.8373603,144.9962102,4.2,610,350,143,37,58,22
Darling Cafe,Cafe,https://darlinggroup.com.au/venues/darlingcafe/,+61 3 9820 9222,"2 Darling St, South Yarra VIC 3141, Australia",South Yarra,Victoria,AU,3141,-37.8385315,144.9916207,4.2,608,341,151,36,50,30
Wonky Trolley,Restaurant,https://wonkytrolley.com.au/,+61 3 9328 1781,"47 Errol St, North Melbourne VIC 3051, Australia",North Melbourne,Victoria,AU,3051,-37.803938,144.949255,4.2,582,337,129,36,58,22
Nando's,Restaurant,https://www.nandos.com.au/?utm_source=google&utm_medium=organic&utm_campaign=gmb-website&utm_term=NANDOSBOURKESTREET,+61 1300 626 367,"79-85 Bourke St, Melbourne VIC 3001, Australia",Melbourne,Victoria,AU,3001,-37.8121523,144.9710566,4.2,571,308,150,30,58,25
Seasons Provedore,Restaurant,http://www.seasonsprovedore.com.au/,+61 3 9347 3585,"199 Lygon St, Carlton VIC 3053, Australia",Carlton,Victoria,AU,3053,-37.800967,144.966654,4.2,553,337,101,50,32,33
The Castle Hotel,Restaurant,http://www.thecastlehotel.com.au/,+61 3 9348 9692,"56 Courtney St, North Melbourne VIC 3051, Australia",North Melbourne,Victoria,AU,3051,-37.8008991,144.9530362,4.2,549,288,161,21,61,18
Good Heavens Rooftop Bar,Bar,https://www.goodheavens.com.au/,+61 3 9453 2882,"level 2/79 Bourke St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8120759,144.9711426,4.2,545,258,198,27,42,20
Saké Restaurant & Bar,Restaurant,https://www.sakerestaurant.com.au/hamer-hall/,+61 3 9119 4799,"100 St Kilda Rd, Southbank VIC 3004, Australia",Southbank,Victoria,AU,3004,-37.8199177,144.9677708,4.2,533,295,125,29,56,28
Two Wrongs,Restaurant,http://www.twowrongs.com.au/,+61 3 7034 7067,"637 Chapel St, South Yarra VIC 3141, Australia",South Yarra,Victoria,AU,3141,-37.8378613,144.9957094,4.2,501,303,87,46,48,17
Hallah,Restaurant,/url?q=http://www.koreanbbqmelbourne.com.au/&sa=U&ved=0ahUKEwjog5ynlc76AhXUrokEHaWqBJMQ61gIGygQ&usg=AOvVaw0_AxZkT0mDBHUogb5Ukqj_,+61 3 9329 4293,"268 Victoria St, North Melbourne VIC 3051, Australia",North Melbourne,Victoria,AU,3051,-37.8058052,144.9574369,4.2,457,267,98,45,32,15
Nine Elephants Thai Restaurant,Restaurant,https://www.facebook.com/nineelephants,+61 3 9670 9994,"8/737 Bourke St, Docklands VIC 3008, Australia",Docklands,Victoria,AU,3008,-37.8190634,144.9492039,4.2,455,209,162,18,49,17
New York Minute,Restaurant,https://newyorkminute.com.au/,+61 3 9372 8679,"491 Mt Alexander Rd, Moonee Ponds VIC 3039, Australia",Moonee Ponds,Victoria,AU,3039,-37.7717583,144.9263551,4.2,412,242,94,32,30,14
Tao Dumplings,Restaurant,https://www.taodumplings.com.au/,+61 3 9866 3818,"37 Toorak Rd, South Yarra VIC 3141, Australia",South Yarra,Victoria,AU,3141,-37.8383205,144.9877595,4.2,390,237,81,32,31,9
Ritz Kebab,Restaurant,,,"200 Spencer St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8161753,144.9532284,4.2,362,241,49,39,17,16
Burgertory (Southbank),Restaurant,http://www.burgertory.com.au/,+61 3 4050 7770,"250 City Rd, Southbank VIC 3006, Australia",Southbank,Victoria,AU,3006,-37.8257135,144.9596312,4.2,293,213,20,37,13,10
Robata Melbourne,Restaurant,https://robata.com.au/,+61 3 9989 3575,"2 Exhibition St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8156392,144.9725349,4.2,275,174,36,18,28,19
DOC Pizza & Mozzarella Bar - Southbank,Restaurant,https://docgroup.net/,+61 3 9686 2780,"6 Riverside Quay, Southbank VIC 3006, Australia",Southbank,Victoria,AU,3006,-37.8208482,144.963894,4.2,272,158,69,22,16,7
Toodouri,Restaurant,http://www.toodouri.com.au/,+61 439 821 556,"260 Victoria St, North Melbourne VIC 3051, Australia",North Melbourne,Victoria,AU,3051,-37.8058296,144.9577266,4.2,271,145,74,14,24,14
Kebab & Gozleme Café,Restaurant,http://kebabandgozlemecafe.com.au/DGHI,+61 3 9670 6604,"3/22 Waterview Walk, Docklands VIC 3008, Australia",Docklands,Victoria,AU,3008,-37.8190661,144.9474134,4.2,264,144,75,24,17,4
Mejico,Restaurant,https://mejico.com.au/melbourne,+61 3 9671 4376,"1 Pink Alley, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8137587,144.9704207,4.2,258,171,27,21,23,16
Hem 27,Restaurant,http://hem27.com.au/,+61 3 9376 2961,"shop 27/320- 380 Epsom Rd, Flemington VIC 3031, Australia",Flemington,Victoria,AU,3031,-37.7818993,144.9157498,4.2,250,152,53,16,16,13
Moshi Moshi,Restaurant,http://www.moshimoshi.net.au/,+61 3 9646 7228,"396 Bay St, Port Melbourne VIC 3207, Australia",Port Melbourne,Victoria,AU,3207,-37.8353635,144.9456758,4.2,231,135,55,13,15,13
Lanna Thai,Restaurant,https://www.facebook.com/lannathainorthmelbourne/,+61 3 9329 2960,"65 Flemington Rd, North Melbourne VIC 3051, Australia",North Melbourne,Victoria,AU,3051,-37.7992979,144.9541044,4.2,228,119,66,10,23,10
Merchant Society,Restaurant,http://merchant-society.com.au/,+61 3 9078 5844,"71 Merchant St, Docklands VIC 3008, Australia",Docklands,Victoria,AU,3008,-37.820375,144.9437917,4.2,224,103,86,7,23,5
Man Mo WTC ??,Restaurant,http://www.manmowtc.com.au/,+61 3 9077 9598,"WTC Wharf Precinct, 18/38 Siddeley St, VIC 3008, Australia",Docklands,Victoria,AU,3008,-37.8230794,144.9539024,4.2,223,137,47,18,11,10
Tippy-Tay,Restaurant,https://tippytay.com.au/,+61 3 8396 5777,"101 Flinders Ln, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8154089,144.971052,4.2,206,128,34,18,13,13
Hakoya Izakaya,Restaurant,http://hakoyaizakaya.com/,+61 455 481 624,"364 Lonsdale St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8122428,144.9615207,4.2,198,105,56,12,13,12
Manchi,Restaurant,https://bopple.app/manchicarlton,+61 3 8597 8823,"173 Lygon St, Carlton VIC 3053, Australia",Carlton,Victoria,AU,3053,-37.801614,144.9665123,4.2,197,120,37,19,15,6
Dragon Hot Pot,Restaurant,https://www.dragonhotpot.com.au/,,"111 Grattan St, Carlton VIC 3053, Australia",Carlton,Victoria,AU,3053,-37.800804,144.9657798,4.2,175,96,47,14,14,4
The Pink Rabbit by Tho Tho,Restaurant,http://www.theoinkrabbit.com.au/,+61 432 977 744,"1 Star Circus, Docklands VIC 3008, Australia",Docklands,Victoria,AU,3008,-37.812207,144.9382787,4.2,160,114,15,25,4,2
ThaiLicious Restaurant,Restaurant,https://www.thailiciousrestaurant.com.au/,+61 3 9639 1888,"355 Exhibition St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8075282,144.9682011,4.2,151,85,39,11,11,5
Acai Brothers,Cafe,http://www.acaibrothers.com.au/,+61 426 592 405,"299 Bay St, Port Melbourne VIC 3207, Australia",Port Melbourne,Victoria,AU,3207,-37.836638,144.9438525,4.2,145,92,21,12,14,6
Thai Thani Docklands,Restaurant,,+61 3 9620 3452,"Shop3/851 Collins St, Docklands VIC 3008, Australia",Docklands,Victoria,AU,3008,-37.8213908,144.9436774,4.2,141,93,21,16,6,5
Pho St,Restaurant,https://m.facebook.com/PhoSt.Melbourne/,+61 3 8528 6087,"251 Bay St, Port Melbourne VIC 3207, Australia",Port Melbourne,Victoria,AU,3207,-37.8378275,144.9427365,4.2,136,86,25,14,9,2
Pioneer Pizza,Restaurant,,+61 3 9326 4238,"360 Abbotsford St, North Melbourne VIC 3051, Australia",North Melbourne,Victoria,AU,3051,-37.7981792,144.9465082,4.2,134,85,20,16,11,2
Billy Barista,Cafe,,,"3/861 Bourke St, Docklands VIC 3008, Australia",Docklands,Victoria,AU,3008,-37.8203757,144.9422615,4.2,130,80,21,12,11,6
Noodle on Errols,Takeout Restaurant,https://www.ubereats.com/en-AU/melbourne/food-delivery/sushi-noodle-town/MIfSae-pT82AX90__x2PwA/,+61 3 9328 1668,"31 Errol St, North Melbourne VIC 3051, Australia",North Melbourne,Victoria,AU,3051,-37.8042548,144.9491277,4.2,130,83,18,15,10,4
Noulboo Chicken N Jokbal,Restaurant,https://noulboo-korean-chicken-bbq.business.site/?utm_source=gmb&utm_medium=referral,+61 3 9670 8090,"768 Bourke St, Docklands VIC 3008, Australia",Docklands,Victoria,AU,3008,-37.8186699,144.9471059,4.2,114,69,20,11,12,2
London K Burgers,Restaurant,http://www.londonkburgers.com.au/,+61 3 9372 3320,"482 Macaulay Rd, Kensington VIC 3031, Australia",Kensington,Victoria,AU,3031,-37.7942676,144.9300219,4.2,109,71,18,14,4,2
Kaikey's Lane,Restaurant,https://www.facebook.com/kaikeyslane/,,"30 Block Pl, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.815303,144.9644096,4.2,109,64,22,9,9,5
Mr Tucker,Cafe,http://www.mrtucker.com.au/,+61 3 9328 5108,"17 Melrose St, North Melbourne VIC 3051, Australia",North Melbourne,Victoria,AU,3051,-37.7952213,144.9414599,4.2,104,59,23,9,10,3
Roundabout Pizza,Takeout Restaurant,http://www.roundaboutpizza.com.au/,+61 3 9376 6221,"562 Racecourse Rd, Flemington VIC 3031, Australia",Flemington,Victoria,AU,3031,-37.7871729,144.9216683,4.2,103,69,12,10,8,4
Higher Ground,Cafe,https://highergroundmelbourne.com.au/,+61 3 8899 6219,"650 Little Bourke St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8158034,144.9530273,4.1,3663,1936,933,259,367,168
Mamak Melbourne,Restaurant,http://www.mamak.com.au/,+61 3 9670 3137,"366 Lonsdale St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8122826,144.9615784,4.1,1985,847,729,109,237,63
Chilli India,Restaurant,http://chilliindia.com.au/,+61 3 9670 7949,"79 Batmans Hill Dr, Docklands VIC 3008, Australia",Docklands,Victoria,AU,3008,-37.8190053,144.9482287,4.1,1562,753,447,128,186,48
San Antone by Bludso's BBQ,Restaurant,https://www.crownmelbourne.com.au/restaurants/casual/san-antone/info-booking?utm_source=google&utm_medium=organic&utm_content=san_antone_by_bludso's_bbq&utm_campaign=gmb,+61 3 9292 5777,"Level 1 Casino, Crown Melbourne, 8 Whiteman Street, Southbank VIC 3006, Australia",Southbank,Victoria,AU,3006,-37.8240776,144.9575719,4.1,1319,662,363,90,132,72
Chapelli's,Restaurant,,+61 3 9826 9516,"571 Chapel St, South Yarra VIC 3141, Australia",South Yarra,Victoria,AU,3141,-37.8404949,144.9951219,4.1,1181,591,324,95,130,41
Shark Fin Inn,Restaurant,http://www.sharkfin.com.au/,+61 3 9662 2681,"50 Little Bourke St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8106944,144.9709994,4.1,1090,530,318,78,122,42
Pure South Kitchen,Restaurant,http://www.puresouthkitchen.com.au/,+61 3 9699 4600,"GR2 River Level Southgate Precinct, 3 Southgate Ave, Southbank VIC 3006, Australia",Southbank,Victoria,AU,3006,-37.8202814,144.9652412,4.1,1086,548,310,62,103,63
YASSAS THE GREEK WAY - SOUTHBANK,Restaurant,https://www.yassas.com.au/southbank/,+61 3 9134 7751,"4-9, Level M/3 Southgate Ave, Southbank VIC 3006, Australia",Southbank,Victoria,AU,3006,-37.8201217,144.9661924,4.1,1033,519,289,95,93,37
Melba Restaurant,Restaurant,http://www.melbarestaurant.com.au/,+61 1800 641 107,"1 Southgate Ave, Southbank VIC 3006, Australia",Southbank,Victoria,AU,3006,-37.8206644,144.965638,4.1,998,528,228,83,98,61
Tonka,Restaurant,http://www.tonkarestaurant.com.au/,+61 3 9650 3155,"20 Duckboard Pl, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8156991,144.9714107,4.1,876,496,180,69,91,40
Hwaro Korean BBQ Restaurant,Restaurant,http://hwaro.com.au/,+61 3 9642 5696,"562 Little Bourke St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8150663,144.9556962,4.1,835,432,229,56,84,34
Ying Thai 2,Restaurant,http://yingthai2.com.au/,+61 3 9639 1697,"110 Lygon St, Carlton VIC 3053, Australia",Carlton,Victoria,AU,3053,-37.8050651,144.9664118,4.1,821,416,243,55,72,35
I Love Dumplings - Flemington,Restaurant,https://ilovedumplings.net.au/,+61 3 9372 5218,"297 Racecourse Rd, Flemington VIC 3031, Australia",Flemington,Victoria,AU,3031,-37.7885678,144.930908,4.1,779,390,223,64,77,25
Crystal Jade Restaurant,Restaurant,http://www.crystaljademelbourne.com.au/,+61 3 9639 2633,"154 Little Bourke St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8115473,144.9679945,4.1,755,347,232,51,95,30
Amigos Hardware Lane,Restaurant,http://www.amigoshardwarelane.com.au/,+61 3 9670 7797,"75-77 Hardware Ln, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.813143,144.960867,4.1,724,354,197,53,85,35
Hightail,Bar,http://www.hightail.bar/,+61 3 9982 1800,"727 Collins St, Docklands VIC 3008, Australia",Docklands,Victoria,AU,3008,-37.8212003,144.9494521,4.1,628,236,261,18,95,18
Funghi e tartufo,Restaurant,http://funghietartufo.com.au/,+61 3 9670 9939,"60 Hardware Ln, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8133452,144.9611632,4.1,627,337,138,57,64,31
Emporio Pizza and Pasta,Restaurant,https://www.crownmelbourne.com.au/restaurants/casual/emporio-pizza-and-pasta?utm_source=google&utm_medium=organic&utm_content=emporio_pizza_and_pasta&utm_campaign=gmb,+61 3 9292 5777,"8 Whiteman St, Southbank VIC 3006, Australia",Southbank,Victoria,AU,3006,-37.8245307,144.9573393,4.1,610,291,177,40,85,17
Pok Pok Docklands,Restaurant,https://www.pokpokdocklands.com.au/,+61 3 9620 4580,"801&803, Bourke St, Docklands VIC 3008, Australia",Docklands,Victoria,AU,3008,-37.819575,144.945466,4.1,577,240,214,20,82,21
Nasi Lemak House,Restaurant,/url?q=http://www.nasilemakhouse.com.au/&sa=U&ved=0ahUKEwjt5L29lc76AhWDjIkEHQP1BvQQ61gIGygQ&usg=AOvVaw2s8CXNYVdGVmp3Jp7lnyIA,+61 3 9348 4900,"115 Grattan St, Carlton VIC 3053, Australia",Carlton,Victoria,AU,3053,-37.8007064,144.9656794,4.1,558,274,160,40,59,25
Red Emperor (Southgate) Chinese Restaurant,Restaurant,http://www.redemperor.com.au/,+61 3 9699 4170,"M10/3 Southgate Ave, Southbank VIC 3006, Australia",Southbank,Victoria,AU,3006,-37.8200814,144.9664159,4.1,535,304,111,46,47,27
TAP831,Restaurant,https://www.tap831.com.au/,+61 3 8592 1220,"831 Bourke St, Docklands VIC 3008, Australia",Docklands,Victoria,AU,3008,-37.8201016,144.9436663,4.1,530,205,222,16,79,8
Kanteen,Cafe,http://www.kanteen.net/,+61 3 9827 0488,"154 Alexandra Ave, South Yarra VIC 3141, Australia",South Yarra,Victoria,AU,3141,-37.8340156,145.0047576,4.1,495,253,128,36,57,21
Nando's Northbank,Restaurant,https://www.nandos.com.au/?utm_source=google&utm_medium=organic&utm_campaign=gmb-website&utm_term=NANDOSNORTHBANK,+61 1300 626 367,"Central Tower, Northbank, 551 Flinders St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.820962,144.9564753,4.1,481,247,123,44,45,22
La Porchetta Carlton North,Restaurant,http://www.laporchetta.com.au/,+61 3 9347 8906,"392 Rathdowne St, Carlton North VIC 3054, Australia",Carlton North,Victoria,AU,3054,-37.7882041,144.9722985,4.1,471,240,120,30,68,13
Colourful Yunnan,Restaurant,http://www.colourfulyunnan.com.au/,+61 3 9943 1055,"680-682 Swanston St, Carlton VIC 3053, Australia",Carlton,Victoria,AU,3053,-37.8006019,144.9642486,4.1,457,239,128,42,41,7
The Premises.,Cafe,http://thepremises.com.au/,+61 3 9376 7565,"202 Bellair St, Kensington VIC 3031, Australia",Kensington,Victoria,AU,3031,-37.7943229,144.9302457,4.1,447,228,130,26,41,22
Miyako Japanese Cuisine & Teppanyaki,Restaurant,https://miyakocuisine.com.au/,+61 3 9699 9201,"Southgate Arts & Leisure Precinct, Shop, UR2/3 Southgate Ave, Southbank VIC 3006, Australia",Southbank,Victoria,AU,3006,-37.8201378,144.9665086,4.1,429,231,94,38,40,26
City Kebabs,Restaurant,,+61 3 9191 0791,"3/546 Flinders St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8205272,144.9561929,4.1,420,239,86,40,41,14
BAMBU Asian Eating House,Restaurant,https://eatbambu.com.au/,+61 3 9686 1608,"92/116 Cecil St, South Melbourne VIC 3205, Australia",South Melbourne,Victoria,AU,3205,-37.832112,144.9571168,4.1,403,222,89,34,38,20
Riverside Teppanyaki,Restaurant,https://www.kobejones.com.au/riverside-teppanyaki/393299173/,+61 3 9329 9173,"G16/18/38 Siddeley St, Docklands VIC 3005, Australia",Docklands,Victoria,AU,3005,-37.8229904,144.9540863,4.1,392,206,94,38,36,18
Gangnam Pocha,Restaurant,https://weborder.qonus.com.au:31001/home/order/takeaway?enc=y&action=takeaway&storeCode=R200NFFheG5kNFdubFZjUnFLaUM5QT09&qrfrom=undefined,+61 3 9642 8005,"1/270 King St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8137798,144.9548156,4.1,388,239,65,46,24,14
Di Stasio Citta,Restaurant,http://www.distasio.com.au/,+61 3 9070 1177,"45 Spring St, Melbourne VIC 3004, Australia",Melbourne,Victoria,AU,3004,-37.8142548,144.974186,4.1,387,233,60,49,27,18
Ging Thai,Restaurant,https://www.crownmelbourne.com.au/restaurants/premium/ging-thai/info-booking?utm_source=google&utm_medium=organic&utm_content=ging_thai&utm_campaign=gmb,+61 3 9292 5777,"Crown Riverwalk, Crown Melbourne, 8 Whiteman St, Southbank VIC 3006, Australia",Southbank,Victoria,AU,3006,-37.8223299,144.9590778,4.1,365,209,78,30,30,18
