name,categoryName,website,phone,address,Suburb,state,countryCode,postalCode,location/lat,location/lng,rank,totalScore,Total number of review,reviewsCount,reviewsDistribution/fiveStar,reviewsDistribution/fourStar,reviewsDistribution/oneStar,reviewsDistribution/threeStar,reviewsDistribution/twoStar,categories/0,categories/1,categories/2,categories/3,categories/4,categories/5,categories/6,categories/7,categories/8,cid,isAdvertisement,locatedIn,menu,neighborhood,permanentlyClosed,placeId,plusCode,price,scrapedAt,searchPageUrl,searchString,street,subTitle,temporarilyClosed,url
Comfort Hotel Melbourne Central,Serviced accommodation,https://www.choicehotels.com/en-au/victoria/melbourne/comfort-inn-hotels/au971?mc=llgoxxap,+61 3 9663 3317,"43 Lonsdale St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.809894,144.970899,77,3.1,414,207,49,42,52,41,23,Serviced accommodation,Extended stay hotel,Hotel,,,,,,,2.63E+18,FALSE,,,43 Lonsdale St,FALSE,ChIJQxKWR89C1moROJHUIvrKhyQ,"5XRC+29 Melbourne, Victoria, Australia",,8/10/2022 2:03,"https://www.google.com/maps/search/hotels+near+CBD,+Melbourne+VIC/@-37.8144982,144.9433911,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,43 Lonsdale St,,FALSE,"https://www.google.com/maps/place/Comfort+Hotel+Melbourne+Central/@-37.809894,144.970899,17z/data=!3m1!4b1!4m9!3m8!1s0x6ad642cf47961243:0x2487cafa22d49138!5m3!1s2023-03-01!4m1!1i2!8m2!3d-37.8099031!4d144.9709032?hl=en"
Milano Serviced Apartments,Serviced accommodation,http://www.milanoservicedapartments.com.au/,+61 3 9926 8200,"8 Franklin St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8074717,144.9621267,76,3.6,1342,671,235,192,127,81,36,Serviced accommodation,Indoor lodging,,,,,,,,1.53E+19,FALSE,Floor G · Verve Apartments,,8 Franklin St,FALSE,ChIJkSMPpcxC1moRDRtaLLZp-NQ,"5XV6+2V Melbourne, Victoria, Australia",$$,8/10/2022 2:03,"https://www.google.com/maps/search/hotels+near+CBD,+Melbourne+VIC/@-37.8144982,144.9433911,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,8 Franklin St,,FALSE,"https://www.google.com/maps/place/Milano+Serviced+Apartments/@-37.8074717,144.9621267,17z/data=!3m1!4b1!4m9!3m8!1s0x6ad642cca50f2391:0xd4f869b62c5a1b0d!5m3!1s2023-03-01!4m1!1i2!8m2!3d-37.8074717!4d144.9621267?hl=en"
Vibe Hotel Melbourne,Hotel,https://vibehotels.com/book-accommodation/melbourne/hotel-melbourne/?utm_source=googleplaces&utm_medium=organic&utm_campaign=googleplaces&utm_content=vibe-melbourne,+61 3 9958 9100,"1 Queen St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8188225,144.9620017,75,4.4,340,170,114,32,10,11,3,Hotel,,,,,,,,,1.39E+19,FALSE,,,1 Queen St,FALSE,ChIJa4mlJbNC1moRCR1EEnsuTME,"5XJ6+FR Melbourne, Victoria, Australia",,8/10/2022 2:03,"https://www.google.com/maps/search/hotels+near+CBD,+Melbourne+VIC/@-37.8144982,144.9433911,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,1 Queen St,,FALSE,"https://www.google.com/maps/place/Vibe+Hotel+Melbourne/@-37.8188225,144.9620017,17z/data=!3m1!4b1!4m9!3m8!1s0x6ad642b325a5896b:0xc14c2e7b12441d09!5m3!1s2023-03-01!4m1!1i2!8m2!3d-37.8188225!4d144.9620017?hl=en"
The Jazz Corner Hotel,Hotel,https://www.jazzcornerhotel.com/,+61 3 9454 9000,"352 William St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8111926,144.9564417,72,4.3,1320,660,365,194,27,58,16,Hotel,,,,,,,,,1.39E+19,FALSE,,,352 William St,FALSE,ChIJ1yk8F0pd1moRqSG33sxL-sA,"5XQ4+GH Melbourne, Victoria, Australia",,8/10/2022 2:04,"https://www.google.com/maps/search/hotels+near+CBD,+Melbourne+VIC/@-37.8144982,144.9433911,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,352 William St,,FALSE,"https://www.google.com/maps/place/The+Jazz+Corner+Hotel/@-37.8111926,144.9564417,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad65d4a173c29d7:0xc0fa4bccdeb721a9!5m2!4m1!1i2!8m2!3d-37.8111926!4d144.9564417?hl=en"
Brady Apartment Hotel Hardware Lane,Hotel,http://www.bradyhotels.com.au/hardware-lane,+61 3 8616 8999,"388 Lonsdale St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8124294,144.9608309,71,4.6,80,40,31,6,2,1,0,Hotel,Apartment building,,,,,,,,1.61E+19,FALSE,,,388 Lonsdale St,FALSE,ChIJM9EttY9d1moRYVqxsgvEGt8,"5XQ6+28 Melbourne, Victoria, Australia",,8/10/2022 2:04,"https://www.google.com/maps/search/hotels+near+CBD,+Melbourne+VIC/@-37.8144982,144.9433911,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,388 Lonsdale St,,FALSE,"https://www.google.com/maps/place/Brady+Apartment+Hotel+Hardware+Lane/@-37.8124294,144.9608309,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad65d8fb52dd133:0xdf1ac40bb2b15a61!5m2!4m1!1i2!8m2!3d-37.8124294!4d144.9608309?hl=en"
Arrow on Spencer,Hotel,https://www.arrowonspencer.com.au/,+61 3 9321 0900,"585 La Trobe St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8131941,144.9518495,70,3.5,340,170,57,44,36,24,9,Hotel,Apartment building,Extended stay hotel,Group accommodation,Holiday accommodation service,,,,,1.67E+19,FALSE,,,585 La Trobe St,FALSE,ChIJ-SqezEhd1moRY7NQtgVT_uc,"5XP2+PP Melbourne, Victoria, Australia",$$,8/10/2022 2:04,"https://www.google.com/maps/search/hotels+near+CBD,+Melbourne+VIC/@-37.8144982,144.9433911,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,585 La Trobe St,,FALSE,"https://www.google.com/maps/place/Arrow+on+Spencer/@-37.8131941,144.9518495,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad65d48cc9e2af9:0xe7fe5305b650b363!5m2!4m1!1i2!8m2!3d-37.8131941!4d144.9518495?hl=en"
"voco Melbourne Central, an IHG Hotel",Hotel,https://www.ihg.com/voco/hotels/gb/en/melbourne/melct/hoteldetail?cm_mmc=GoogleMaps-_-VX-_-AU-_-MELCT,+61 3 9122 5500,"18 Timothy Ln, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8122687,144.9610152,69,4.2,130,65,37,12,2,8,6,Hotel,Conference center,Wedding venue,,,,,,,1.12E+19,FALSE,,,18 Timothy Ln,FALSE,ChIJQ8RvkJZd1moRKmoxVEQopps,"5XQ6+3C Melbourne, Victoria, Australia",,8/10/2022 2:04,"https://www.google.com/maps/search/hotels+near+CBD,+Melbourne+VIC/@-37.8144982,144.9433911,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,18 Timothy Ln,,FALSE,"https://www.google.com/maps/place/voco+Melbourne+Central,+an+IHG+Hotel/@-37.8122687,144.9610152,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad65d96906fc443:0x9ba6284454316a2a!5m2!4m1!1i2!8m2!3d-37.8122687!4d144.9610152?hl=en"
Adina Apartment Hotel Melbourne Northbank,Hotel,https://www.adinahotels.com/en/apartments/melbourne-northbank/?utm_source=googleplaces&utm_medium=organic&utm_campaign=googleplaces&utm_content=adina-melbourne-northbank,+61 3 9246 0000,"550 Flinders St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8204643,144.9559926,68,4.2,990,495,245,167,12,54,17,Hotel,Event venue,Restaurant,Serviced accommodation,,,,,,1.24E+18,FALSE,,,550 Flinders St,FALSE,ChIJBb0EHFJd1moRrXAxsiU3MRE,"5XH4+R9 Melbourne, Victoria, Australia",,8/10/2022 2:04,"https://www.google.com/maps/search/hotels+near+CBD,+Melbourne+VIC/@-37.8144982,144.9433911,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,550 Flinders St,,FALSE,"https://www.google.com/maps/place/Adina+Apartment+Hotel+Melbourne+Northbank/@-37.8204643,144.9559926,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad65d521c04bd05:0x11313725b23170ad!5m2!4m1!1i2!8m2!3d-37.8206088!4d144.9560131?hl=en"
The Swanston Hotel Grand Mercure,Hotel,,,"195 Swanston St, Melbourne VIC 3004, Australia",Melbourne,Victoria,AU,3004,-37.8130427,144.9650341,67,,0,0,0,0,0,0,0,Hotel,,,,,,,,,6.32E+18,FALSE,,,195 Swanston St,FALSE,ChIJvfAQDMpC1moRPNGVNEsBtlc,"5XP8+Q2 Melbourne, Victoria, Australia",,8/10/2022 2:04,"https://www.google.com/maps/search/hotels+near+CBD,+Melbourne+VIC/@-37.8144982,144.9433911,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,195 Swanston St,,FALSE,"https://www.google.com/maps/place/The+Swanston+Hotel+Grand+Mercure/@-37.8130427,144.9650341,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad642ca0c10f0bd:0x57b6014b3495d13c!5m2!4m1!1i2!8m2!3d-37.8130383!4d144.9650496?hl=en"
Veriu Queen Victoria Market,Serviced accommodation,https://veriu.com.au/hotels/veriu-queen-victoria-market/,+61 1300 964 821,"91 Therry St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8074464,144.9593102,66,,0,0,0,0,0,0,0,Serviced accommodation,Hotel,,,,,,,,9.82E+18,FALSE,,,91 Therry St,FALSE,ChIJuYHvFQ9d1moRl3PHO7kJRYg,"5XV5+2P Melbourne, Victoria, Australia",,8/10/2022 2:04,"https://www.google.com/maps/search/hotels+near+CBD,+Melbourne+VIC/@-37.8144982,144.9433911,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,91 Therry St,,FALSE,"https://www.google.com/maps/place/Veriu+Queen+Victoria+Market/@-37.8074464,144.9593102,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad65d0f15ef81b9:0x884509b93bc77397!5m2!4m1!1i2!8m2!3d-37.8074464!4d144.9593102?hl=en"
HOTEL NO,Hotel,https://hotelno.melbourne/,+61 1300 146 567,"388 Flinders Ln, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8179861,144.9610528,65,4.5,552,276,209,32,12,17,6,Hotel,Group accommodation,,,,,,,,5.46E+18,FALSE,,,388 Flinders Ln,FALSE,ChIJ83IGzUxd1moRLvASTVfwwEs,"5XJ6+RC Melbourne, Victoria, Australia",,8/10/2022 2:05,"https://www.google.com/maps/search/hotels+near+CBD,+Melbourne+VIC/@-37.8144982,144.9433911,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,388 Flinders Ln,,FALSE,"https://www.google.com/maps/place/HOTEL+NO/@-37.8179861,144.9610528,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad65d4ccd0672f3:0x4bc0f0574d12f02e!5m2!4m1!1i2!8m2!3d-37.8179861!4d144.9610528?hl=en"
City Square Motel,Motel,http://www.citysquaremotel.com.au/,+61 3 9664 1700,"67 Swanston St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.815961,144.9665042,64,3.6,460,230,73,70,28,41,18,Motel,,,,,,,,,1.73E+19,FALSE,,,67 Swanston St,FALSE,ChIJhW7a1LVC1moRZPdJPImNuvA,"5XM8+JJ Melbourne, Victoria, Australia",,8/10/2022 2:05,"https://www.google.com/maps/search/hotels+near+CBD,+Melbourne+VIC/@-37.8144982,144.9433911,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,67 Swanston St,,FALSE,"https://www.google.com/maps/place/City+Square+Motel/@-37.815961,144.9665042,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad642b5d4da6e85:0xf0ba8d893c49f764!5m2!4m1!1i2!8m2!3d-37.8159492!4d144.9665537?hl=en"
Oaks Melbourne on Lonsdale Suites,Hotel,https://www.oakshotels.com/en/oaks-on-lonsdale?utm_description=GoogleMyBusiness&utm_campaign=GMBLonsdale&utm_source=GoogleMyBusiness&utm_medium=GMBLonsdale,+61 1300 880 229,"23-33 Lonsdale St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8098324,144.971403,63,3.9,1188,594,216,221,34,86,37,Hotel,Serviced accommodation,,,,,,,,6.19E+18,FALSE,,,23-33 Lonsdale St,FALSE,ChIJDe6aRM9C1moRL7ocD-DM1lU,"5XRC+3H Melbourne, Victoria, Australia",,8/10/2022 2:05,"https://www.google.com/maps/search/hotels+near+CBD,+Melbourne+VIC/@-37.8144982,144.9433911,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,23-33 Lonsdale St,,FALSE,"https://www.google.com/maps/place/Oaks+Melbourne+on+Lonsdale+Suites/@-37.8098324,144.971403,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad642cf449aee0d:0x55d6cce00f1cba2f!5m2!4m1!1i2!8m2!3d-37.8097753!4d144.9713423?hl=en"
Alto Hotel on Bourke,Hotel,https://www.altohotel.com.au/,+61 3 8608 5500,"636 Bourke St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8164338,144.9547794,62,4.4,542,271,152,89,4,22,4,Hotel,,,,,,,,,1.27E+19,FALSE,,,636 Bourke St,FALSE,ChIJTQIxiU5d1moRF-bDSx7f57A,"5XM3+CW Melbourne, Victoria, Australia",$$,8/10/2022 2:05,"https://www.google.com/maps/search/hotels+near+CBD,+Melbourne+VIC/@-37.8144982,144.9433911,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,636 Bourke St,,FALSE,"https://www.google.com/maps/place/Alto+Hotel+on+Bourke/@-37.8164338,144.9547794,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad65d4e8931024d:0xb0e7df1e4bc3e617!5m2!4m1!1i2!8m2!3d-37.8164338!4d144.9547794?hl=en"
Scape Living at Aurora,Serviced accommodation,https://www.livingbyscape.com.au/,+61 3 9492 5355,"236 La Trobe St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8097567,144.9623904,61,4.3,142,71,51,7,7,2,4,Serviced accommodation,Student housing center,,,,,,,,7.68E+17,FALSE,,,236 La Trobe St,FALSE,ChIJWfodGstC1moR420N626pqAo,"5XR6+3X Melbourne, Victoria, Australia",,8/10/2022 2:05,"https://www.google.com/maps/search/hotels+near+CBD,+Melbourne+VIC/@-37.8144982,144.9433911,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,236 La Trobe St,,FALSE,"https://www.google.com/maps/place/Scape+Living+at+Aurora/@-37.8097567,144.9623904,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad642cb1a1dfa59:0xaa8a96eeb0d6de3!5m2!4m1!1i2!8m2!3d-37.8097567!4d144.9623904?hl=en"
Winston Apartments,Serviced accommodation,http://www.winstonapartments.com.au/,+61 433 377 770,"568 Collins St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8183726,144.9555337,60,4,362,181,81,59,15,17,9,Serviced accommodation,,,,,,,,,1.76E+18,FALSE,,,568 Collins St,FALSE,ChIJUSH-CE5d1moRkiEEXRC0Xhg,"5XJ4+M6 Melbourne, Victoria, Australia",,8/10/2022 2:05,"https://www.google.com/maps/search/hotels+near+CBD,+Melbourne+VIC/@-37.8144982,144.9433911,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,568 Collins St,,FALSE,"https://www.google.com/maps/place/Winston+Apartments/@-37.8183726,144.9555337,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad65d4e08fe2151:0x185eb4105d042192!5m2!4m1!1i2!8m2!3d-37.8183726!4d144.9555337?hl=en"
The Crossley Hotel,Hotel,,+61 3 9639 1639,"51 Little Bourke St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8110568,144.9710853,59,4.1,446,223,92,88,6,30,7,Hotel,,,,,,,,,5.96E+18,FALSE,,,51 Little Bourke St,FALSE,ChIJh2LRtchC1moRPVJqkTc8rVI,"5XQC+HC Melbourne, Victoria, Australia",,8/10/2022 2:05,"https://www.google.com/maps/search/hotels+near+CBD,+Melbourne+VIC/@-37.8144982,144.9433911,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,51 Little Bourke St,,FALSE,"https://www.google.com/maps/place/The+Crossley+Hotel/@-37.8110568,144.9710853,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad642c8b5d16287:0x52ad3c37916a523d!5m2!4m1!1i2!8m2!3d-37.8110568!4d144.9710853?hl=en"
Pullman Melbourne on Swanston,Hotel,https://all.accor.com/hotel/3028/index.en.shtml?utm_campaign=seo+maps&utm_medium=seo+maps&utm_source=google+Maps&y_source=1_MTUzNjA4MjgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+61 3 9663 4711,"195 Swanston St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8131012,144.9650043,56,4,1918,959,395,329,50,143,42,Hotel,,,,,,,,,1.87E+18,FALSE,,,195 Swanston St,FALSE,ChIJHQxSE8pC1moRdM3F9Sno6hk,"5XP8+Q2 Melbourne, Victoria, Australia",,8/10/2022 2:06,"https://www.google.com/maps/search/hotels+near+CBD,+Melbourne+VIC/@-37.8144982,144.9433911,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,195 Swanston St,,FALSE,"https://www.google.com/maps/place/Pullman+Melbourne+on+Swanston/@-37.8131012,144.9650043,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad642ca13520c1d:0x19eae829f5c5cd74!5m2!4m1!1i2!8m2!3d-37.8131012!4d144.9650043?hl=en"
Hilton Melbourne Little Queen Street,Hotel,https://www.hilton.com/en/hotels/melamhi-hilton-melbourne-little-queen-street/?SEO_id=GMB-APAC-HI-MELAMHI,+61 3 9116 8888,"18 Little Queen St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8147638,144.9595096,53,4.3,444,222,149,29,15,18,11,Hotel,Event venue,,,,,,,,5.31E+18,FALSE,,,18 Little Queen St,FALSE,ChIJW3Tj5exd1moRi1YJgr_hu0k,"5XP5+3R Melbourne, Victoria, Australia",,8/10/2022 2:06,"https://www.google.com/maps/search/hotels+near+CBD,+Melbourne+VIC/@-37.8144982,144.9433911,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,18 Little Queen St,,FALSE,"https://www.google.com/maps/place/Hilton+Melbourne+Little+Queen+Street/@-37.8147638,144.9595096,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad65dece5e3745b:0x49bbe1bf8209568b!5m2!4m1!1i2!8m2!3d-37.8147638!4d144.9595096?hl=en"
Next Hotel Melbourne,Hotel,https://nexthotelmelbourne.com/,+61 3 9118 3333,"103 Little Collins St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8134213,144.9703466,52,4.6,238,119,94,12,6,5,2,Hotel,,,,,,,,,1.55E+19,FALSE,,,103 Little Collins St,FALSE,ChIJk6Y4LAZD1moRwkwi_c1ZxNY,"5XPC+J4 Melbourne, Victoria, Australia",,8/10/2022 2:06,"https://www.google.com/maps/search/hotels+near+CBD,+Melbourne+VIC/@-37.8144982,144.9433911,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,103 Little Collins St,,FALSE,"https://www.google.com/maps/place/Next+Hotel+Melbourne/@-37.8134213,144.9703466,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad643062c38a693:0xd6c459cdfd224cc2!5m2!4m1!1i2!8m2!3d-37.8134213!4d144.9703466?hl=en"
Citadines on Bourke Melbourne,Serviced accommodation,https://www.discoverasr.com/en/citadines/australia/citadines-on-bourke-melbourne?utm_source=google&utm_medium=gmb&utm_campaign=HQ-google-gmb-alwayson-20210927-all-en-au-au-citadinesonbourkemelbourne-eme,+61 3 9039 8888,"131-135 Bourke St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8126724,144.9692461,51,4.3,2144,1072,514,412,31,87,28,Serviced accommodation,,,,,,,,,1.59E+19,FALSE,,,131-135 Bourke St,FALSE,ChIJB8P4q8lC1moRjpCdiANdVtw,"5XP9+WM Melbourne, Victoria, Australia",,8/10/2022 2:06,"https://www.google.com/maps/search/hotels+near+CBD,+Melbourne+VIC/@-37.8144982,144.9433911,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,131-135 Bourke St,,FALSE,"https://www.google.com/maps/place/Citadines+on+Bourke+Melbourne/@-37.8126724,144.9692461,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad642c9abf8c307:0xdc565d03889d908e!5m2!4m1!1i2!8m2!3d-37.8126249!4d144.9692264?hl=en"
Somerset on Elizabeth Melbourne,Serviced accommodation,https://www.discoverasr.com/en/somerset-serviced-residence/australia/somerset-on-elizabeth-melbourne?utm_source=google&utm_medium=gmb&utm_campaign=HQ-google-gmb-alwayson-20210927-all-en-au-au-somersetonelizabethmelbourne-eme,+61 3 8665 8888,"250 Elizabeth St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.812727,144.9627294,50,3.9,750,375,159,120,37,46,13,Serviced accommodation,,,,,,,,,7.13E+18,FALSE,,,250 Elizabeth St,FALSE,ChIJATeJYbVC1moRbKw2ID0GAmM,"5XP7+W3 Melbourne, Victoria, Australia",,8/10/2022 2:07,"https://www.google.com/maps/search/hotels+near+CBD,+Melbourne+VIC/@-37.8144982,144.9433911,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,250 Elizabeth St,,FALSE,"https://www.google.com/maps/place/Somerset+on+Elizabeth+Melbourne/@-37.812727,144.9627294,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad642b561893701:0x6302063d2036ac6c!5m2!4m1!1i2!8m2!3d-37.812727!4d144.9627294?hl=en"
Space Hotel,Hostel,https://www.spacehotel.com.au/,+61 3 9662 3888,"380 Russell St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.807537,144.9660728,49,4.2,2032,1016,520,311,40,107,38,Hostel,Hotel,,,,,,,,1.33E+19,FALSE,,,380 Russell St,FALSE,ChIJB3RdI8xC1moRLGDeMH9Js7g,"5XR8+XC Melbourne, Victoria, Australia",,8/10/2022 2:07,"https://www.google.com/maps/search/hotels+near+CBD,+Melbourne+VIC/@-37.8144982,144.9433911,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,380 Russell St,,FALSE,"https://www.google.com/maps/place/Space+Hotel/@-37.807537,144.9660728,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad642cc235d7407:0xb8b3497f30de602c!5m2!4m1!1i2!8m2!3d-37.807537!4d144.9660728?hl=en"
City Lifestyle Accommodtion,Self-catering accommodation,,+61 406 638 899,"707/270 King St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8137475,144.9550341,48,2.7,126,63,21,4,30,6,2,Self-catering accommodation,,,,,,,,,1.11E+19,FALSE,,,707/270 King St,FALSE,ChIJyx-wKsdd1moR--eikhUbepo,"5XP4+G2 Melbourne, Victoria, Australia",,8/10/2022 2:07,"https://www.google.com/maps/search/hotels+near+CBD,+Melbourne+VIC/@-37.8144982,144.9433911,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,707/270 King St,,FALSE,"https://www.google.com/maps/place/City+Lifestyle+Accommodtion/@-37.8137475,144.9550341,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad65dc72ab01fcb:0x9a7a1b1592a2e7fb!5m2!4m1!1i2!8m2!3d-37.8137475!4d144.9550341?hl=en"
"Crowne Plaza Melbourne, an IHG Hotel",Hotel,https://www.ihg.com/crowneplaza/hotels/us/en/melbourne/melfs/hoteldetail?cm_mmc=GoogleMaps-_-CP-_-AU-_-MELFS,+61 3 9648 2777,"1/5 Spencer St, Melbourne VIC 3008, Australia",Melbourne,Victoria,AU,3008,-37.8228021,144.954803,47,4.2,3412,1706,835,528,88,201,54,Hotel,Conference center,Wedding venue,,,,,,,1.46E+19,FALSE,,,1/5 Spencer St,FALSE,ChIJYyijY1Fd1moRgkYEMqbUdMo,"5XG3+VW Melbourne, Victoria, Australia",,8/10/2022 2:07,"https://www.google.com/maps/search/hotels+near+CBD,+Melbourne+VIC/@-37.8144982,144.9433911,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,1/5 Spencer St,,FALSE,"https://www.google.com/maps/place/Crowne+Plaza+Melbourne,+an+IHG+Hotel/@-37.8228021,144.954803,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad65d5163a32863:0xca74d4a632044682!5m2!4m1!1i2!8m2!3d-37.8228021!4d144.954803?hl=en"
"InterContinental Melbourne, an IHG Hotel",Hotel,https://www.ihg.com/intercontinental/hotels/us/en//melbourne/melha/hoteldetail,+61 3 8627 1400,"495 Collins St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8181299,144.9579617,46,4.4,2712,1356,818,399,36,78,25,Hotel,Conference center,Wedding venue,,,,,,,8.10E+18,FALSE,,,495 Collins St,FALSE,ChIJq4e4sU1d1moRmTYm28wHYnA,"5XJ5+P5 Melbourne, Victoria, Australia",$$$$,8/10/2022 2:07,"https://www.google.com/maps/search/hotels+near+CBD,+Melbourne+VIC/@-37.8144982,144.9433911,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,495 Collins St,,FALSE,"https://www.google.com/maps/place/InterContinental+Melbourne,+an+IHG+Hotel/@-37.8181299,144.9579617,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad65d4db1b887ab:0x706207ccdb263699!5m2!4m1!1i2!8m2!3d-37.8181299!4d144.9579617?hl=en"
Novotel Melbourne Central,Hotel,https://all.accor.com/hotel/A0B1/index.en.shtml?utm_campaign=seo+maps&utm_medium=seo+maps&utm_source=google+Maps&y_source=1_MTUzNjA2NzMtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+61 3 9929 8888,"399 Little Lonsdale St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8119138,144.960071,45,4.3,800,400,236,93,24,30,17,Hotel,,,,,,,,,6.81E+18,FALSE,,,399 Little Lonsdale St,FALSE,ChIJC47so0pd1moRqNWtKSoydl4,"5XQ6+62 Melbourne, Victoria, Australia",,8/10/2022 2:07,"https://www.google.com/maps/search/hotels+near+CBD,+Melbourne+VIC/@-37.8144982,144.9433911,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,399 Little Lonsdale St,,FALSE,"https://www.google.com/maps/place/Novotel+Melbourne+Central/@-37.8119138,144.960071,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad65d4aa3ec8e0b:0x5e76322a29add5a8!5m2!4m1!1i2!8m2!3d-37.8119138!4d144.960071?hl=en"
